'Hàm update (put) user dùng trong postman 
thì được nhưng dùng với http client (rest 
api VSCode Extension) thì không được (không đúng)'👉[UserID] [15/09/2023|09:70:15] : 'SequelizeConnectionRefusedError: connect ECONNREFUSED ::1:3306' 
👉[UserID] [17/09/2023|09:26:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:99:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:64:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:40:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:37:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:68:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:76:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:86:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:84:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:40:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:09:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:95:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:70:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:36:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:95:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:06:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:86:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:97:15] : 'SequelizeDatabaseError: Unknown column 'isTemp' in 'field list'' 
👉[UserID] [17/09/2023|09:74:15] : 'SequelizeDatabaseError: Unknown column 'isTemp' in 'field list'' 
👉[UserID] [17/09/2023|09:38:15] : 'SequelizeDatabaseError: Unknown column 'isTemp' in 'field list'' 
👉[UserID] [17/09/2023|09:15:15] : 'SequelizeDatabaseError: Unknown column 'isTemp' in 'field list'' 
